"","sample","similiraty"
"H8","H154","0.5636"
"H8","H153","0.7536"
"H8","H152","0.7619"
"H8","H151","0.7467"
"H8","H150","0.7533"
"H8","H15","0.6766"
"H8","H149","0.7535"
"H8","H148","0.751"
"H8","H147","0.7402"
"H8","H146","0.509"
"H8","H145","0.5858"
"H8","H144","0.5605"
"H8","H143","0.6765"
"H8","H142","0.7552"
"H8","H141","0.6637"
"H8","H140","0.6249"
"H8","H139","0.5872"
"H8","H138","0.6507"
"H8","H136","0.6203"
"H8","H135","0.5926"
"H8","H134","0.5606"
"H8","H133","0.5315"
"H8","H132","0.51"
"H8","H131","0.6211"
"H8","H130","0.6409"
"H8","H13","0.7431"
"H8","H129","0.7348"
"H8","H128","0.747"
"H8","H127","0.6653"
"H8","H126","0.7307"
"H8","H125","0.6713"
"H8","H124","0.8028"
"H8","H123","0.7986"
"H8","H122","0.6491"
"H8","H121","0.6238"
"H8","H120","0.9983"
"H8","H12","0.7878"
"H8","H119","0.9983"
"H8","H118","0.998"
"H8","H117","0.9985"
"H8","H116","0.9985"
"H8","H115","0.9985"
"H8","H114","0.9985"
"H8","H113","0.9985"
"H8","H112","0.9985"
"H8","H111","0.9985"
"H8","H110","0.9985"
"H8","H11","0.7871"
"H8","H109","0.9985"
"H8","H108","0.9437"
"H8","H107","0.9442"
"H8","H106","0.9442"
"H8","H105","0.9311"
"H8","H104","0.9276"
"H8","H103","0.61"
"H8","H102","0.7671"
"H8","H101","0.6293"
"H8","H100","0.64"
"H8","H10","0.8089"
"H8","H1","0.9039"
"H79","H368","0.6209"
"H79","H367","0.6994"
"H79","H366","0.4675"
"H79","H365","0.6333"
"H79","H364","0.569"
"H79","H363","0.6704"
"H79","H362","0.6334"
"H79","H361","0.6334"
"H79","H99","0.6612"
"H79","H98","0.6348"
"H79","H97","0.619"
"H79","H96","0.5825"
"H79","H95","0.5823"
"H79","H94","0.583"
"H79","H93","0.5873"
"H79","H92","0.5832"
"H79","H91","0.6628"
"H79","H90","0.6555"
"H79","H9","0.6744"
"H79","H89","0.635"
"H79","H88","0.6163"
"H79","H87","0.5859"
"H79","H86","0.6192"
"H79","H85","0.6371"
"H79","H84","0.6187"
"H79","H83","0.6549"
"H79","H82","0.7957"
"H79","H81","0.7956"
"H79","H8","0.6781"
"H79","H79","1"
"H79","H78","0.7628"
"H79","H77","0.5804"
"H79","H76","0.5833"
"H79","H75","0.6239"
"H79","H74","0.794"
"H79","H73","0.7927"
"H79","H72","0.623"
"H79","H71","0.6249"
"H79","H70","0.6241"
"H79","H7","0.6779"
"H79","H69","0.6287"
"H79","H68","0.6302"
"H79","H67","0.6365"
"H79","H66","0.5807"
"H79","H65","0.6545"
"H79","H64","0.5855"
"H79","H63","0.5663"
"H79","H62","0.5449"
"H79","H61","0.5454"
"H79","H60","0.8283"
"H79","H6","0.6939"
"H79","H59","0.5701"
"H79","H58","0.6837"
"H79","H57","0.6715"
"H79","H56","0.6719"
"H79","H55","0.6848"
"H79","H54","0.6864"
"H79","H53","0.642"
"H79","H52","0.6103"
"H79","H51","0.5915"
"H79","H50","0.6182"
"H79","H5","0.6954"
"H79","H49","0.611"
"H79","H48","0.5538"
"H79","H47","0.6818"
"H79","H46","0.6497"
"H79","H45","0.6563"
"H79","H44","0.6029"
"H79","H43","0.6328"
"H79","H42","0.6153"
"H79","H41","0.7109"
"H79","H40","0.6315"
"H79","H4","0.6936"
"H79","H39","0.7933"
"H79","H38","0.6689"
"H79","H37","0.6858"
"H79","H36","0.6619"
"H79","H35","0.6424"
"H79","H34","0.681"
"H79","H335","0.6148"
"H79","H334","0.5684"
"H79","H333","0.4882"
"H79","H332","0.5332"
"H79","H331","0.5707"
"H79","H330","0.5722"
"H79","H33","0.6184"
"H79","H329","0.5611"
"H79","H328","0.5499"
"H79","H327","0.5239"
"H79","H326","0.5258"
"H79","H325","0.5537"
"H79","H324","0.5865"
"H79","H323","0.6019"
"H79","H322","0.4716"
"H79","H321","0.6308"
"H79","H320","0.5443"
"H79","H32","0.6513"
"H79","H319","0.5384"
"H79","H318","0.6214"
"H79","H317","0.6167"
"H79","H316","0.5132"
"H79","H315","0.5265"
"H79","H314","0.6897"
"H79","H313","0.5487"
"H79","H312","0.5498"
"H79","H311","0.6603"
"H79","H310","0.5884"
"H79","H309","0.5868"
"H79","H308","0.5873"
"H79","H307","0.5855"
"H79","H306","0.5848"
"H79","H305","0.586"
"H79","H304","0.5871"
"H79","H303","0.5873"
"H79","H302","0.6027"
"H79","H301","0.6309"
"H79","H300","0.5343"
"H79","H30","0.6262"
"H79","H3","0.6977"
"H79","H298","0.5978"
"H79","H297","0.5773"
"H79","H296","0.68"
"H79","H294","0.6194"
"H79","H293","0.5492"
"H79","H292","0.5827"
"H79","H291","0.5818"
"H79","H290","0.5823"
"H79","H29","0.6235"
"H79","H289","0.5738"
"H79","H288","0.5634"
"H79","H287","0.5733"
"H79","H286","0.4855"
"H79","H285","0.5276"
"H79","H284","0.6078"
"H79","H283","0.6183"
"H79","H282","0.6148"
"H79","H281","0.611"
"H79","H280","0.4636"
"H79","H28","0.6264"
"H79","H279","0.6409"
"H79","H278","0.5313"
"H79","H277","0.668"
"H79","H276","0.6747"
"H79","H275","0.5922"
"H79","H274","0.5516"
"H79","H273","0.6296"
"H79","H272","0.6147"
"H79","H271","0.6165"
"H79","H270","0.6308"
"H79","H27","0.6258"
"H79","H269","0.6769"
"H79","H268","0.6373"
"H79","H267","0.6332"
"H79","H266","0.6287"
"H79","H265","0.6309"
"H79","H264","0.6214"
"H79","H262","0.6038"
"H79","H26","0.6671"
"H79","H259","0.5867"
"H79","H258","0.6179"
"H79","H257","0.6134"
"H79","H256","0.6175"
"H79","H255","0.6228"
"H79","H254","0.6126"
"H79","H253","0.6306"
"H79","H252","0.6181"
"H79","H251","0.615"
"H79","H250","0.5981"
"H79","H25","0.7127"
"H79","H249","0.6048"
"H79","H248","0.6337"
"H79","H247","0.6181"
"H79","H246","0.6336"
"H79","H245","0.6211"
"H79","H244","0.5731"
"H79","H243","0.5832"
"H79","H242","0.6156"
"H79","H241","0.6339"
"H79","H240","0.6332"
"H79","H24","0.7239"
"H79","H239","0.6159"
"H79","H238","0.5327"
"H79","H237","0.5437"
"H79","H236","0.7327"
"H79","H235","0.6367"
"H79","H234","0.5675"
"H79","H233","0.5442"
"H79","H232","0.5512"
"H79","H231","0.5872"
"H79","H230","0.5887"
"H79","H23","0.5865"
"H79","H229","0.5861"
"H79","H228","0.5617"
"H79","H227","0.5235"
"H79","H226","0.4932"
"H79","H225","0.5825"
"H79","H224","0.6525"
"H79","H223","0.8059"
"H79","H222","0.8043"
"H79","H221","0.8057"
"H79","H220","0.6888"
"H79","H219","0.5505"
"H79","H218","0.5871"
"H79","H217","0.5686"
"H79","H216","0.5701"
"H79","H215","0.5935"
"H79","H214","0.5794"
"H79","H213","0.5719"
"H79","H212","0.5827"
"H79","H211","0.6953"
"H79","H210","0.5345"
"H79","H21","0.6095"
"H79","H209","0.5203"
"H79","H208","0.6429"
"H79","H207","0.5557"
"H79","H206","0.5343"
"H79","H205","0.5808"
"H79","H204","0.5773"
"H79","H203","0.5528"
"H79","H202","0.5463"
"H79","H201","0.5593"
"H79","H200","0.5654"
"H79","H20","0.637"
"H79","H2","0.6977"
"H79","H199","0.5816"
"H79","H198","0.5648"
"H79","H197","0.6081"
"H79","H196","0.6567"
"H79","H195","0.5665"
"H79","H194","0.5505"
"H79","H193","0.5608"
"H79","H192","0.5439"
"H79","H191","0.553"
"H79","H190","0.571"
"H79","H19","0.6367"
"H79","H189","0.7126"
"H79","H188","0.5718"
"H79","H187","0.5767"
"H79","H186","0.585"
"H79","H185","0.5853"
"H79","H184","0.5873"
"H79","H183","0.5761"
"H79","H182","0.5666"
"H79","H181","0.5992"
"H79","H180","0.5715"
"H79","H18","0.6734"
"H79","H179","0.6069"
"H79","H178","0.7067"
"H79","H177","0.5728"
"H79","H176","0.5833"
"H79","H175","0.5841"
"H79","H174","0.5637"
"H79","H173","0.5634"
"H79","H172","0.5436"
"H79","H171","0.5236"
"H79","H170","0.5733"
"H79","H17","0.645"
"H79","H169","0.5946"
"H79","H168","0.5324"
"H79","H167","0.536"
"H79","H166","0.5518"
"H79","H165","0.5797"
"H79","H164","0.5898"
"H79","H163","0.5589"
"H79","H162","0.5704"
"H79","H161","0.5723"
"H79","H160","0.5872"
"H79","H16","0.7672"
"H79","H159","0.5847"
"H79","H158","0.5913"
"H79","H157","0.6153"
"H79","H156","0.5678"
"H79","H155","0.5876"
"H79","H154","0.5641"
"H79","H153","0.6963"
"H79","H152","0.7004"
"H79","H151","0.7077"
"H79","H150","0.6998"
"H79","H15","0.9956"
"H79","H149","0.7016"
"H79","H148","0.698"
"H79","H147","0.7044"
"H79","H146","0.515"
"H79","H145","0.595"
"H79","H144","0.5565"
"H79","H143","0.6446"
"H79","H142","0.6924"
"H79","H141","0.6455"
"H79","H140","0.6456"
"H79","H139","0.6041"
"H79","H138","0.6313"
"H79","H136","0.6419"
"H79","H135","0.5779"
"H79","H134","0.6016"
"H79","H133","0.5441"
"H79","H132","0.5236"
"H79","H131","0.6487"
"H79","H130","0.6658"
"H79","H13","0.6873"
"H79","H129","0.6981"
"H79","H128","0.7054"
"H79","H127","0.6555"
"H79","H126","0.6532"
"H79","H125","0.5845"
"H79","H124","0.6443"
"H79","H123","0.6468"
"H79","H122","0.6214"
"H79","H121","0.6757"
"H79","H120","0.678"
"H79","H12","0.6747"
"H79","H119","0.6784"
"H79","H118","0.6781"
"H79","H117","0.6787"
"H79","H116","0.6785"
"H79","H115","0.6784"
"H79","H114","0.6784"
"H79","H113","0.6784"
"H79","H112","0.6784"
"H79","H111","0.6784"
"H79","H110","0.6788"
"H79","H11","0.6694"
"H79","H109","0.6788"
"H79","H108","0.7049"
"H79","H107","0.7053"
"H79","H106","0.7051"
"H79","H105","0.7167"
"H79","H104","0.7153"
"H79","H103","0.6093"
"H79","H102","0.7124"
"H79","H101","0.6529"
"H79","H100","0.6465"
"H79","H10","0.6705"
"H79","H1","0.6974"
"H78","H368","0.6492"
"H78","H367","0.7675"
"H78","H366","0.4615"
"H78","H365","0.6574"
"H78","H364","0.5602"
"H78","H363","0.5938"
"H78","H362","0.6642"
"H78","H361","0.6646"
"H78","H99","0.7389"
"H78","H98","0.6324"
"H78","H97","0.6176"
"H78","H96","0.6125"
"H78","H95","0.6165"
"H78","H94","0.6138"
"H78","H93","0.6287"
"H78","H92","0.6268"
"H78","H91","0.7449"
"H78","H90","0.6902"
"H78","H9","0.7675"
"H78","H89","0.6322"
"H78","H88","0.6248"
"H78","H87","0.6075"
"H78","H86","0.6178"
"H78","H85","0.6674"
"H78","H84","0.6294"
"H78","H83","0.6679"
"H78","H82","0.6952"
"H78","H81","0.695"
"H78","H8","0.8045"
"H78","H79","0.7628"
"H78","H78","1"
"H78","H77","0.5955"
"H78","H76","0.595"
"H78","H75","0.5869"
"H78","H74","0.6937"
"H78","H73","0.6922"
"H78","H72","0.6698"
"H78","H71","0.6779"
"H78","H70","0.6728"
"H78","H7","0.8043"
"H78","H69","0.6818"
"H78","H68","0.6867"
"H78","H67","0.6885"
"H78","H66","0.5887"
"H78","H65","0.6495"
"H78","H64","0.6128"
"H78","H63","0.5711"
"H78","H62","0.5414"
"H78","H61","0.5348"
"H78","H60","0.7167"
"H78","H6","0.8296"
"H78","H59","0.6447"
"H78","H58","0.6837"
"H78","H57","0.692"
"H78","H56","0.7916"
"H78","H55","0.8156"
"H78","H54","0.8125"
"H78","H53","0.6864"
"H78","H52","0.6072"
"H78","H51","0.591"
"H78","H50","0.6481"
"H78","H5","0.8254"
"H78","H49","0.6076"
"H78","H48","0.567"
"H78","H47","0.5773"
"H78","H46","0.6896"
"H78","H45","0.6644"
"H78","H44","0.6317"
"H78","H43","0.6785"
"H78","H42","0.6065"
"H78","H41","0.8443"
"H78","H40","0.6571"
"H78","H4","0.8249"
"H78","H39","0.6921"
"H78","H38","0.7001"
"H78","H37","0.8174"
"H78","H36","0.6491"
"H78","H35","0.6317"
"H78","H34","0.6933"
"H78","H335","0.631"
"H78","H334","0.5666"
"H78","H333","0.488"
"H78","H332","0.5299"
"H78","H331","0.5599"
"H78","H330","0.5531"
"H78","H33","0.6096"
"H78","H329","0.5363"
"H78","H328","0.53"
"H78","H327","0.5253"
"H78","H326","0.5223"
"H78","H325","0.5259"
"H78","H324","0.5697"
"H78","H323","0.5834"
"H78","H322","0.4741"
"H78","H321","0.6564"
"H78","H320","0.5371"
"H78","H32","0.6514"
"H78","H319","0.5291"
"H78","H318","0.6099"
"H78","H317","0.6133"
"H78","H316","0.5238"
"H78","H315","0.5311"
"H78","H314","0.7639"
"H78","H313","0.5209"
"H78","H312","0.5206"
"H78","H311","0.6904"
"H78","H310","0.5588"
"H78","H309","0.5568"
"H78","H308","0.5569"
"H78","H307","0.5551"
"H78","H306","0.5556"
"H78","H305","0.5561"
"H78","H304","0.5569"
"H78","H303","0.5572"
"H78","H302","0.6288"
"H78","H301","0.6286"
"H78","H300","0.539"
"H78","H30","0.6533"
"H78","H3","0.8335"
"H78","H298","0.5656"
"H78","H297","0.5671"
"H78","H296","0.6678"
"H78","H294","0.6242"
"H78","H293","0.5214"
"H78","H292","0.5713"
"H78","H291","0.571"
"H78","H290","0.5712"
"H78","H29","0.6521"
"H78","H289","0.5661"
"H78","H288","0.5507"
"H78","H287","0.5627"
"H78","H286","0.4868"
"H78","H285","0.5258"
"H78","H284","0.6197"
"H78","H283","0.6258"
"H78","H282","0.6803"
"H78","H281","0.6193"
"H78","H280","0.4584"
"H78","H28","0.6557"
"H78","H279","0.6682"
"H78","H278","0.537"
"H78","H277","0.707"
"H78","H276","0.7158"
"H78","H275","0.5618"
"H78","H274","0.5223"
"H78","H273","0.6265"
"H78","H272","0.6193"
"H78","H271","0.6146"
"H78","H270","0.6284"
"H78","H27","0.6524"
"H78","H269","0.6777"
"H78","H268","0.672"
"H78","H267","0.6258"
"H78","H266","0.6146"
"H78","H265","0.6211"
"H78","H264","0.6284"
"H78","H262","0.6003"
"H78","H26","0.7559"
"H78","H259","0.6039"
"H78","H258","0.6135"
"H78","H257","0.609"
"H78","H256","0.6255"
"H78","H255","0.6281"
"H78","H254","0.6147"
"H78","H253","0.6349"
"H78","H252","0.6283"
"H78","H251","0.63"
"H78","H250","0.6043"
"H78","H25","0.6391"
"H78","H249","0.6141"
"H78","H248","0.6221"
"H78","H247","0.6169"
"H78","H246","0.6682"
"H78","H245","0.6413"
"H78","H244","0.5495"
"H78","H243","0.5701"
"H78","H242","0.6377"
"H78","H241","0.6647"
"H78","H240","0.6645"
"H78","H24","0.6249"
"H78","H239","0.6373"
"H78","H238","0.5279"
"H78","H237","0.5421"
"H78","H236","0.6571"
"H78","H235","0.672"
"H78","H234","0.5993"
"H78","H233","0.5851"
"H78","H232","0.5821"
"H78","H231","0.5573"
"H78","H230","0.557"
"H78","H23","0.6086"
"H78","H229","0.5562"
"H78","H228","0.5478"
"H78","H227","0.5249"
"H78","H226","0.4963"
"H78","H225","0.5753"
"H78","H224","0.6347"
"H78","H223","0.7211"
"H78","H222","0.7115"
"H78","H221","0.7036"
"H78","H220","0.6843"
"H78","H219","0.5481"
"H78","H218","0.5662"
"H78","H217","0.5399"
"H78","H216","0.5406"
"H78","H215","0.564"
"H78","H214","0.5533"
"H78","H213","0.5449"
"H78","H212","0.5569"
"H78","H211","0.5908"
"H78","H210","0.5627"
"H78","H21","0.7163"
"H78","H209","0.5538"
"H78","H208","0.6804"
"H78","H207","0.5501"
"H78","H206","0.5117"
"H78","H205","0.5548"
"H78","H204","0.5639"
"H78","H203","0.5855"
"H78","H202","0.5797"
"H78","H201","0.5893"
"H78","H200","0.5406"
"H78","H20","0.7257"
"H78","H2","0.8307"
"H78","H199","0.5485"
"H78","H198","0.5434"
"H78","H197","0.573"
"H78","H196","0.6494"
"H78","H195","0.5731"
"H78","H194","0.5515"
"H78","H193","0.5587"
"H78","H192","0.5417"
"H78","H191","0.5553"
"H78","H190","0.5741"
"H78","H19","0.7394"
"H78","H189","0.6279"
"H78","H188","0.5905"
"H78","H187","0.6026"
"H78","H186","0.5945"
"H78","H185","0.5836"
"H78","H184","0.5822"
"H78","H183","0.5575"
"H78","H182","0.5569"
"H78","H181","0.5759"
"H78","H180","0.6214"
"H78","H18","0.7097"
"H78","H179","0.6122"
"H78","H178","0.6086"
"H78","H177","0.5483"
"H78","H176","0.5499"
"H78","H175","0.5517"
"H78","H174","0.5731"
"H78","H173","0.5559"
"H78","H172","0.5425"
"H78","H171","0.5301"
"H78","H170","0.5481"
"H78","H17","0.693"
"H78","H169","0.6021"
"H78","H168","0.5579"
"H78","H167","0.557"
"H78","H166","0.5498"
"H78","H165","0.5545"
"H78","H164","0.5544"
"H78","H163","0.5329"
"H78","H162","0.5388"
"H78","H161","0.5398"
"H78","H160","0.5568"
"H78","H16","0.9931"
"H78","H159","0.5532"
"H78","H158","0.5594"
"H78","H157","0.6186"
"H78","H156","0.5713"
"H78","H155","0.5969"
"H78","H154","0.5661"
"H78","H153","0.8076"
"H78","H152","0.805"
"H78","H151","0.8174"
"H78","H150","0.8074"
"H78","H15","0.7645"
"H78","H149","0.8184"
"H78","H148","0.8091"
"H78","H147","0.8196"
"H78","H146","0.5114"
"H78","H145","0.6002"
"H78","H144","0.5438"
"H78","H143","0.682"
"H78","H142","0.7998"
"H78","H141","0.6927"
"H78","H140","0.6318"
"H78","H139","0.5974"
"H78","H138","0.6434"
"H78","H136","0.6308"
"H78","H135","0.589"
"H78","H134","0.5754"
"H78","H133","0.5438"
"H78","H132","0.5099"
"H78","H131","0.6349"
"H78","H130","0.6871"
"H78","H13","0.7663"
"H78","H129","0.7771"
"H78","H128","0.846"
"H78","H127","0.6963"
"H78","H126","0.7402"
"H78","H125","0.591"
"H78","H124","0.7065"
"H78","H123","0.7291"
"H78","H122","0.6374"
"H78","H121","0.647"
"H78","H120","0.8047"
"H78","H12","0.7589"
"H78","H119","0.8048"
"H78","H118","0.8045"
"H78","H117","0.8051"
"H78","H116","0.8052"
"H78","H115","0.8051"
"H78","H114","0.805"
"H78","H113","0.805"
"H78","H112","0.805"
"H78","H111","0.805"
"H78","H110","0.8052"
"H78","H11","0.75"
"H78","H109","0.8052"
"H78","H108","0.856"
"H78","H107","0.8567"
"H78","H106","0.8564"
"H78","H105","0.8702"
"H78","H104","0.8693"
"H78","H103","0.6225"
"H78","H102","0.8399"
"H78","H101","0.6656"
"H78","H100","0.7042"
"H78","H10","0.7643"
"H78","H1","0.8326"
"H77","H368","0.6017"
"H77","H367","0.6397"
"H77","H366","0.4552"
"H77","H365","0.6253"
"H77","H364","0.5582"
"H77","H363","0.5682"
"H77","H362","0.6251"
"H77","H361","0.6252"
"H77","H99","0.6218"
"H77","H98","0.5825"
"H77","H97","0.5983"
"H77","H96","0.5269"
"H77","H95","0.5267"
"H77","H94","0.5262"
"H77","H93","0.5397"
"H77","H92","0.5367"
"H77","H91","0.6649"
"H77","H90","0.6055"
"H77","H9","0.6721"
"H77","H89","0.5848"
"H77","H88","0.6301"
"H77","H87","0.9305"
"H77","H86","0.6082"
"H77","H85","0.605"
"H77","H84","0.5911"
"H77","H83","0.6345"
"H77","H82","0.5884"
"H77","H81","0.5885"
"H77","H8","0.6805"
"H77","H79","0.5804"
"H77","H78","0.5955"
"H77","H77","1"
"H77","H76","0.9683"
"H77","H75","0.5755"
"H77","H74","0.5906"
"H77","H73","0.5871"
"H77","H72","0.5616"
"H77","H71","0.5629"
"H77","H70","0.5645"
"H77","H7","0.68"
"H77","H69","0.5724"
"H77","H68","0.5832"
"H77","H67","0.5866"
"H77","H66","0.5721"
"H77","H65","0.5846"
"H77","H64","0.571"
"H77","H63","0.5462"
"H77","H62","0.5349"
"H77","H61","0.5212"
"H77","H60","0.6041"
"H77","H6","0.6831"
"H77","H59","0.586"
"H77","H58","0.6065"
"H77","H57","0.624"
"H77","H56","0.693"
"H77","H55","0.6884"
"H77","H54","0.6901"
"H77","H53","0.6198"
"H77","H52","0.5816"
"H77","H51","0.5644"
"H77","H50","0.5953"
"H77","H5","0.6851"
"H77","H49","0.5811"
"H77","H48","0.815"
"H77","H47","0.5624"
"H77","H46","0.6132"
"H77","H45","0.6015"
"H77","H44","0.6035"
"H77","H43","0.6253"
"H77","H42","0.5686"
"H77","H41","0.5979"
"H77","H40","0.6261"
"H77","H4","0.683"
"H77","H39","0.5886"
"H77","H38","0.5803"
"H77","H37","0.6759"
"H77","H36","0.6048"
"H77","H35","0.5977"
"H77","H34","0.6117"
"H77","H335","0.574"
"H77","H334","0.5301"
"H77","H333","0.4852"
"H77","H332","0.5384"
"H77","H331","0.5655"
"H77","H330","0.5335"
"H77","H33","0.617"
"H77","H329","0.5186"
"H77","H328","0.5318"
"H77","H327","0.4972"
"H77","H326","0.5299"
"H77","H325","0.5315"
"H77","H324","0.5256"
"H77","H323","0.5342"
"H77","H322","0.5475"
"H77","H321","0.5873"
"H77","H320","0.53"
"H77","H32","0.6043"
"H77","H319","0.5223"
"H77","H318","0.5784"
"H77","H317","0.5809"
"H77","H316","0.5276"
"H77","H315","0.5203"
"H77","H314","0.6204"
"H77","H313","0.528"
"H77","H312","0.5279"
"H77","H311","0.6231"
"H77","H310","0.5527"
"H77","H309","0.5522"
"H77","H308","0.5513"
"H77","H307","0.5512"
"H77","H306","0.5502"
"H77","H305","0.5512"
"H77","H304","0.5513"
"H77","H303","0.5513"
"H77","H302","0.576"
"H77","H301","0.6358"
"H77","H300","0.5239"
"H77","H30","0.6072"
"H77","H3","0.6792"
"H77","H298","0.562"
"H77","H297","0.5449"
"H77","H296","0.5982"
"H77","H294","0.6017"
"H77","H293","0.5272"
"H77","H292","0.5419"
"H77","H291","0.5419"
"H77","H290","0.5423"
"H77","H29","0.6003"
"H77","H289","0.538"
"H77","H288","0.524"
"H77","H287","0.5333"
"H77","H286","0.5222"
"H77","H285","0.5128"
"H77","H284","0.5704"
"H77","H283","0.6216"
"H77","H282","0.6355"
"H77","H281","0.5737"
"H77","H280","0.4928"
"H77","H28","0.6045"
"H77","H279","0.6311"
"H77","H278","0.5086"
"H77","H277","0.6048"
"H77","H276","0.6034"
"H77","H275","0.5542"
"H77","H274","0.5337"
"H77","H273","0.5792"
"H77","H272","0.5858"
"H77","H271","0.5912"
"H77","H270","0.5861"
"H77","H27","0.6002"
"H77","H269","0.6547"
"H77","H268","0.6043"
"H77","H267","0.5787"
"H77","H266","0.5903"
"H77","H265","0.5847"
"H77","H264","0.591"
"H77","H262","0.5984"
"H77","H26","0.603"
"H77","H259","0.5667"
"H77","H258","0.5877"
"H77","H257","0.5912"
"H77","H256","0.5854"
"H77","H255","0.5788"
"H77","H254","0.5883"
"H77","H253","0.5874"
"H77","H252","0.5794"
"H77","H251","0.5849"
"H77","H250","0.5919"
"H77","H25","0.58"
"H77","H249","0.5893"
"H77","H248","0.5966"
"H77","H247","0.5794"
"H77","H246","0.6034"
"H77","H245","0.5773"
"H77","H244","0.5464"
"H77","H243","0.5595"
"H77","H242","0.5781"
"H77","H241","0.6231"
"H77","H240","0.6226"
"H77","H24","0.5772"
"H77","H239","0.5782"
"H77","H238","0.5151"
"H77","H237","0.5392"
"H77","H236","0.6015"
"H77","H235","0.6319"
"H77","H234","0.6164"
"H77","H233","0.6045"
"H77","H232","0.6091"
"H77","H231","0.5544"
"H77","H230","0.5524"
"H77","H23","0.9396"
"H77","H229","0.5535"
"H77","H228","0.5514"
"H77","H227","0.5005"
"H77","H226","0.5524"
"H77","H225","0.5595"
"H77","H224","0.5838"
"H77","H223","0.6072"
"H77","H222","0.6089"
"H77","H221","0.6034"
"H77","H220","0.6042"
"H77","H219","0.5231"
"H77","H218","0.5618"
"H77","H217","0.527"
"H77","H216","0.5447"
"H77","H215","0.5381"
"H77","H214","0.5321"
"H77","H213","0.5422"
"H77","H212","0.5424"
"H77","H211","0.5854"
"H77","H210","0.5971"
"H77","H21","0.6104"
"H77","H209","0.5802"
"H77","H208","0.6134"
"H77","H207","0.5552"
"H77","H206","0.5093"
"H77","H205","0.5423"
"H77","H204","0.5583"
"H77","H203","0.6083"
"H77","H202","0.6003"
"H77","H201","0.6094"
"H77","H200","0.5488"
"H77","H20","0.6379"
"H77","H2","0.6813"
"H77","H199","0.5498"
"H77","H198","0.5455"
"H77","H197","0.562"
"H77","H196","0.5834"
"H77","H195","0.5379"
"H77","H194","0.5154"
"H77","H193","0.5383"
"H77","H192","0.5175"
"H77","H191","0.5303"
"H77","H190","0.5509"
"H77","H19","0.6351"
"H77","H189","0.5819"
"H77","H188","0.549"
"H77","H187","0.562"
"H77","H186","0.5368"
"H77","H185","0.5546"
"H77","H184","0.5549"
"H77","H183","0.5439"
"H77","H182","0.5434"
"H77","H181","0.5562"
"H77","H180","0.5697"
"H77","H18","0.5895"
"H77","H179","0.5991"
"H77","H178","0.5779"
"H77","H177","0.5385"
"H77","H176","0.5525"
"H77","H175","0.5535"
"H77","H174","0.5405"
"H77","H173","0.5332"
"H77","H172","0.5353"
"H77","H171","0.5086"
"H77","H170","0.5405"
"H77","H17","0.6012"
"H77","H169","0.6022"
"H77","H168","0.5885"
"H77","H167","0.5896"
"H77","H166","0.5457"
"H77","H165","0.5454"
"H77","H164","0.5458"
"H77","H163","0.5379"
"H77","H162","0.5526"
"H77","H161","0.5543"
"H77","H160","0.5542"
"H77","H16","0.5934"
"H77","H159","0.5536"
"H77","H158","0.5548"
"H77","H157","0.5961"
"H77","H156","0.5513"
"H77","H155","0.5693"
"H77","H154","0.5463"
"H77","H153","0.7521"
"H77","H152","0.7562"
"H77","H151","0.7486"
"H77","H150","0.7612"
"H77","H15","0.5804"
"H77","H149","0.7463"
"H77","H148","0.7572"
"H77","H147","0.7466"
"H77","H146","0.4999"
"H77","H145","0.5757"
"H77","H144","0.5526"
"H77","H143","0.6158"
"H77","H142","0.5982"
"H77","H141","0.6018"
"H77","H140","0.5925"
"H77","H139","0.5493"
"H77","H138","0.6145"
